2025/06/04 23:19:55 Running in pod
2025/06/04 23:19:56 Connected to vCenter: alm-vc-01.alm.mentorg.com
2025/06/04 23:19:58 Connected to OpenStack
2025/06/04 23:19:58 VCenter Thumbprint: ee:da:39:bb:b1:83:79:aa:f3:b1:7c:7b:2d:51:45:a4:93:ec:b6:a6
2025/06/04 23:19:58 Creating volumes in OpenStack
2025/06/04 23:20:10 Volumes created successfully
2025/06/04 23:20:10 CBT Enabled: false
2025/06/04 23:20:10 CBT is not enabled. Enabling CBT
2025/06/04 23:20:10 Creating temporary snapshot of the source VM
2025/06/04 23:20:11 Snapshot created successfully
2025/06/04 23:20:12 CBT enabled successfully
Volume created successfully availableSnapshot deleted successfully
2025/06/04 23:20:14 Starting NBD server
2025/06/04 23:20:14 Copying disk 0, Completed: 0%
2025/06/04 23:37:02 Copying disk 0, Completed: 11%
2025/06/04 23:37:05 Copying disk 0, Completed: 11%
2025/06/04 23:37:08 Copying disk 0, Completed: 11%
2025/06/04 23:37:10 Copying disk 0, Completed: 11%
2025/06/04 23:37:13 Copying disk 0, Completed: 11%
2025/06/04 23:37:15 Copying disk 0, Completed: 11%
2025/06/04 23:37:17 Copying disk 0, Completed: 11%
2025/06/04 23:37:19 Copying disk 0, Completed: 11%
2025/06/04 23:37:22 Copying disk 0, Completed: 11%
2025/06/04 23:37:25 Copying disk 0, Completed: 11%
2025/06/04 23:37:27 Copying disk 0, Completed: 11%
2025/06/04 23:37:29 Copying disk 0, Completed: 11%
2025/06/04 23:37:32 Copying disk 0, Completed: 11%
2025/06/04 23:37:35 Copying disk 0, Completed: 11%
2025/06/04 23:37:37 Copying disk 0, Completed: 11%
2025/06/04 23:37:40 Copying disk 0, Completed: 11%
2025/06/04 23:37:42 Copying disk 0, Completed: 11%
2025/06/04 23:37:44 Copying disk 0, Completed: 11%
2025/06/04 23:37:45 Copying disk 0, Completed: 11%
2025/06/04 23:37:48 Copying disk 0, Completed: 11%
2025/06/04 23:37:50 Copying disk 0, Completed: 11%
2025/06/04 23:37:52 Copying disk 0, Completed: 11%
2025/06/04 23:37:54 Copying disk 0, Completed: 11%
2025/06/04 23:37:56 Copying disk 0, Completed: 11%
2025/06/04 23:37:58 Copying disk 0, Completed: 11%
2025/06/04 23:38:01 Copying disk 0, Completed: 11%
2025/06/04 23:38:03 Copying disk 0, Completed: 11%
2025/06/04 23:38:05 Copying disk 0, Completed: 11%
2025/06/04 23:38:08 Copying disk 0, Completed: 11%
2025/06/04 23:38:10 Copying disk 0, Completed: 11%
2025/06/04 23:38:11 Copying disk 0, Completed: 12%
2025/06/04 23:38:13 Copying disk 0, Completed: 12%
2025/06/04 23:38:16 Copying disk 0, Completed: 12%
2025/06/04 23:38:19 Copying disk 0, Completed: 12%
2025/06/04 23:38:22 Copying disk 0, Completed: 12%
2025/06/04 23:38:24 Copying disk 0, Completed: 12%
2025/06/04 23:38:27 Copying disk 0, Completed: 12%
2025/06/04 23:38:30 Copying disk 0, Completed: 12%
2025/06/04 23:38:34 Copying disk 0, Completed: 12%
2025/06/04 23:38:38 Copying disk 0, Completed: 12%
2025/06/04 23:38:43 Copying disk 0, Completed: 12%
2025/06/04 23:38:46 Copying disk 0, Completed: 12%
2025/06/04 23:38:48 Copying disk 0, Completed: 12%
2025/06/04 23:38:50 Copying disk 0, Completed: 12%
2025/06/04 23:38:53 Copying disk 0, Completed: 12%
2025/06/04 23:38:54 Copying disk 0, Completed: 12%
2025/06/04 23:38:56 Copying disk 0, Completed: 12%
2025/06/04 23:38:59 Copying disk 0, Completed: 12%
2025/06/04 23:39:01 Copying disk 0, Completed: 12%
2025/06/04 23:39:03 Copying disk 0, Completed: 12%
2025/06/04 23:39:07 Copying disk 0, Completed: 12%
2025/06/04 23:39:08 Copying disk 0, Completed: 12%
2025/06/04 23:39:10 Copying disk 0, Completed: 12%
2025/06/04 23:39:14 Copying disk 0, Completed: 12%
2025/06/04 23:39:16 Copying disk 0, Completed: 12%
2025/06/04 23:39:19 Copying disk 0, Completed: 12%
2025/06/04 23:39:23 Copying disk 0, Completed: 12%
2025/06/04 23:39:26 Copying disk 0, Completed: 12%
2025/06/04 23:39:29 Copying disk 0, Completed: 12%
2025/06/04 23:39:32 Copying disk 0, Completed: 12%
2025/06/04 23:39:34 Copying disk 0, Completed: 12%
2025/06/04 23:39:36 Copying disk 0, Completed: 12%
2025/06/04 23:39:42 Copying disk 0, Completed: 13%
2025/06/04 23:39:46 Copying disk 0, Completed: 13%
2025/06/04 23:39:52 Copying disk 0, Completed: 13%
2025/06/04 23:39:54 Copying disk 0, Completed: 13%
2025/06/04 23:39:56 Copying disk 0, Completed: 13%
2025/06/04 23:39:59 Copying disk 0, Completed: 13%
2025/06/04 23:40:03 Copying disk 0, Completed: 13%
2025/06/04 23:40:06 Copying disk 0, Completed: 13%
2025/06/04 23:40:09 Copying disk 0, Completed: 13%
2025/06/04 23:40:11 Copying disk 0, Completed: 13%
2025/06/04 23:40:13 Copying disk 0, Completed: 13%
2025/06/04 23:40:16 Copying disk 0, Completed: 13%
2025/06/04 23:40:19 Copying disk 0, Completed: 13%
2025/06/04 23:40:22 Copying disk 0, Completed: 13%
2025/06/04 23:40:25 Copying disk 0, Completed: 13%
2025/06/04 23:40:27 Copying disk 0, Completed: 13%
2025/06/04 23:40:33 Copying disk 0, Completed: 13%
2025/06/04 23:40:36 Copying disk 0, Completed: 13%
2025/06/04 23:40:40 Copying disk 0, Completed: 13%
2025/06/04 23:40:42 Copying disk 0, Completed: 13%
